,0
1367,1886.632307908412
1368,551.36265764051
1369,1246.723024983498
1370,5488.056642581589
1371,23357.48061511213
1372,41470.83410418099
1373,57133.360712665664
1374,98297.7288230512
1375,149295.39777991944
1376,151200.05530086614
1377,177130.65265660704
1378,207860.23956887316
1379,199409.30812422538
1380,225638.1146050018
1381,236686.81351484748
1382,214576.73052782036
1383,191741.43492392785
1384,151670.6110666069
1385,127628.49327385076
1386,67429.07608135135
1387,30121.884749651792
1388,9242.994529059233
1389,5152.8775582322005
1390,1702.9836310066585
1391,1717.7074807067709
1392,1051.564837993903
1393,3851.3657078062893
1394,21291.750502621042
1395,81821.21912686166
1396,194398.68873468947
1397,337765.97658023937
1398,454594.4500446426
1399,692810.9852291561
1400,876476.4326502389
1401,933214.3757813629
1402,984953.0569421129
1403,935338.0321073547
1404,905108.3987906247
1405,828890.9073195659
1406,602227.7983688125
1407,405620.4847285731
1408,269400.4598194109
1409,203017.06066000348
1410,113377.08252683419
1411,58951.562068538246
1412,19698.087360858837
1413,6093.794062074242
1414,3438.439560096982
1415,3118.892926295201
1416,937.416786783433
1417,1188.2568204616512
1418,15492.330450328634
1419,49318.28310349652
1420,89232.40997765558
1421,108696.44000854861
1422,154257.5843756464
1423,259878.68743633546
1424,489472.0532723407
1425,612677.2466922533
1426,742857.1160462692
1427,809381.3863789757
1428,721185.1958754903
1429,488175.7536772214
1430,390485.7103255325
1431,286952.8560756335
1432,198719.8561459569
1433,141449.39797526196
1434,92402.821536198
1435,52615.03522230251
1436,16170.011283350297
1437,3583.070787370322
1438,2496.492986876188
1439,1915.1706732051935
1440,0.0
1441,0.0
1442,439.2781596997939
1443,5740.695064959606
1444,36254.37941139887
1445,108689.80251666291
1446,212157.45224504807
1447,315641.7692783481
1448,369045.51042712596
1449,399368.87894784723
1450,449542.03017125337
1451,507441.5947219248
1452,325412.7601525444
1453,333398.36733520066
1454,372102.1265864689
1455,283417.3727341249
1456,218948.6099969711
1457,142435.87100087415
1458,74702.93533800803
1459,18907.23266213839
1460,3228.4901735833537
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,475.0281848071889
1467,12846.764960199398
1468,52590.69331263603
1469,115847.20539463218
1470,212144.85281084347
1471,325484.2239586068
1472,484762.36163497437
1473,602150.1360464178
1474,647194.5714814729
1475,676027.5540128752
1476,646188.565661203
1477,589274.3756353823
1478,511553.229385616
1479,393954.52748646226
1480,312063.880507171
1481,184581.30712294223
1482,79940.82702235495
1483,32525.588697746058
1484,5145.602422691258
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,499.95477094733485
1490,2457.82184832835
1491,29120.44363205193
1492,75727.65141975696
1493,141881.37113312088
1494,280178.90717323375
1495,471598.5904580611
1496,658300.5217130844
1497,777602.0167156166
1498,789265.9298715851
1499,744104.6293964994
1500,758187.1265845086
1501,643678.7711260596
1502,494198.46470049635
1503,343131.8320771142
1504,249532.70437228674
1505,170820.2435307511
1506,91010.49414005227
1507,48700.00418987483
1508,9256.625983819366
1509,2380.2254445171766
1510,0.0
1511,0.0
1512,0.0
1513,357.52184628150195
1514,1597.1090062185938
1515,23650.624164198583
1516,68896.80884356394
1517,127329.8891066889
1518,248553.50119871204
1519,450890.4657379497
1520,599813.9306047347
1521,585635.3122235227
1522,618531.1978308858
1523,622604.1866319574
1524,618675.1570429478
1525,627873.9499643907
1526,554045.9413154336
1527,436158.9655116524
1528,290413.07626865216
1529,153926.51367698764
1530,88656.1356082732
1531,40075.7248785283
1532,10182.569996887407
1533,2479.8006924554106
1534,0.0
1535,0.0
1536,827.8612019994806
1537,330.69643558257025
1538,7043.924428230326
1539,37728.84181263021
1540,78074.88373265594
1541,139840.0078870368
1542,294404.545896561
1543,474803.80634292733
1544,648367.7084208414
1545,720645.6034261724
1546,782204.9061595171
1547,815748.5829035497
1548,780710.7338515347
1549,749700.2899678184
1550,608577.5152612287
1551,461998.92861276475
1552,332229.4778321821
1553,207265.8022541147
1554,109545.86781165043
1555,62201.075815322
1556,16571.053262942667
1557,5252.1823226957
1558,0.0
1559,0.0
1560,678.1810841109422
1561,765.1992767284684
1562,7820.724113143159
1563,37693.29945414201
1564,79957.92211646038
1565,158985.6567720775
1566,280756.6606140489
1567,462204.14995037514
1568,559901.240700157
1569,631903.2706602114
1570,631435.2891156866
1571,670360.9362221622
1572,648485.3898784418
1573,628730.1996021353
1574,532261.9492722575
1575,427591.0756490567
1576,310406.3686864724
1577,194499.0896736163
1578,112828.78176816103
1579,62395.305778378235
1580,18441.125303598714
1581,6741.179944237719
1582,0.0
1583,0.0
1584,755.9672073602937
1585,1126.915928230648
1586,7707.882334283728
1587,38968.497812709524
1588,80801.6539914199
1589,182226.13059106117
1590,312401.5670702982
1591,507311.7769940312
1592,656695.172075951
1593,741521.733221385
1594,736200.7268305556
1595,733225.9223327509
1596,710848.8726616292
1597,674208.1426890359
1598,516703.43841052905
1599,435221.59929525666
1600,314109.26257274725
1601,207032.62686042077
1602,109481.18004606818
1603,59023.005337197435
1604,13211.662480360526
1605,4291.595969384499
1606,0.0
1607,0.0
1608,309.0529901246284
1609,322.20483321415145
1610,2349.1463001345533
1611,9214.992591693643
1612,23798.907113443805
1613,42747.623161845935
1614,51597.92673337958
1615,72077.28092638135
1616,106516.82410972464
1617,135274.35359916478
1618,180233.82471688034
1619,236380.88329622944
1620,327442.0767985254
1621,332856.0813473258
1622,330717.7410408556
1623,289493.1093861616
1624,203544.55168166108
1625,120792.29694788519
1626,76450.58246070707
1627,43778.3140499513
1628,11953.400334089793
1629,3089.1951654405193
1630,1891.953125168478
1631,0.0
1632,391.9803601734597
1633,287.8759355872264
1634,5104.195000552666
1635,28028.151994653123
1636,57432.373879064704
1637,117192.5901815036
1638,172953.8336657328
1639,257398.15553029382
1640,355840.10175175575
1641,406518.70290637214
1642,420510.581668726
1643,436811.14233538636
1644,487687.13568157295
1645,463429.4019857488
1646,341762.1173468629
1647,214410.79908392468
1648,161170.40135049087
1649,104394.44836643823
1650,55794.351028655314
1651,34225.43505990206
1652,8525.759050103094
1653,3594.4305731426793
1654,2002.76453134649
1655,0.0
1656,646.8659124698011
1657,358.0579777013627
1658,2326.1716536224226
1659,11610.952694715983
1660,21663.059952579886
1661,41121.37901025681
1662,114477.9982061235
1663,216483.92517439576
1664,323780.6570938247
1665,308370.29046241764
1666,308618.033036803
1667,267075.8706441437
1668,213509.8636187596
1669,169867.86024611813
1670,143935.08697674234
1671,126888.45992923444
1672,90107.22687229958
1673,70666.97922605945
1674,61692.88424496497
1675,33462.12923406221
1676,11317.888299831544
1677,3151.6320721867905
1678,1594.9883879123465
1679,0.0
1680,484.08734921153285
1681,1191.4025893949167
1682,4632.0105093130815
1683,17341.02417278614
1684,43491.154999431536
1685,106680.18680722684
1686,165258.6927142085
1687,225330.26970310087
1688,248416.6403392901
1689,235264.52419076124
1690,278348.5795840011
1691,301167.6595314488
1692,292997.1743058746
1693,355830.6930757524
1694,369922.81080629874
1695,323555.7055663789
1696,256289.12261514427
1697,192919.50096848424
1698,123589.31122601437
1699,61182.08258572907
1700,24828.196549086664
1701,5620.695286010121
1702,2610.137541638341
1703,1324.2326539777205
1704,350.8241577726533
1705,817.9619319617866
1706,10928.135934703605
1707,37292.93276696003
1708,67865.03034418802
1709,108176.49531168694
1710,143327.3896421505
1711,179471.30527696598
1712,214498.80964798172
1713,250423.23456947433
1714,349762.80211997643
1715,370165.99940593296
1716,262384.77871369483
1717,247177.8944620482
1718,237214.05286409953
1719,218338.2506429267
1720,141823.02543443698
1721,92934.14421527219
1722,55514.91420210072
1723,34159.218763601166
1724,9717.212087899297
1725,4214.007077928693
1726,3329.9344513055667
1727,1799.5217541839522
1728,1262.854283738391
1729,2009.365875584296
1730,12700.381755910306
1731,34706.286570077275
1732,60966.2177074757
1733,110169.36820026311
1734,172671.89581112866
1735,256372.77662085672
1736,324322.0649437565
1737,348763.1598581243
1738,321533.38873370487
1739,289625.0846865473
1740,286313.39191796276
1741,268374.1160244999
1742,271747.5995063812
1743,239683.61110765842
1744,194923.81205324738
1745,133011.78678748896
1746,85500.58251190612
1747,57052.08035571885
1748,22558.088934486637
1749,4054.084302028067
1750,3028.5614842577133
1751,2160.1834367659926
1752,971.3521580043704
1753,782.4522910203931
1754,10250.827525963814
1755,40342.65208154382
1756,79927.44920297494
1757,110476.9451185003
1758,188517.83665481998
1759,257928.02947797443
1760,356275.49610458163
1761,388756.5335649539
1762,383505.22479412745
1763,364133.3496340017
1764,331635.01553332194
1765,251644.60193207336
1766,188211.94597783743
1767,145924.60921360282
1768,117571.77326913136
1769,74441.98758013132
1770,49942.4401815614
1771,33200.61053101177
1772,9130.905075189849
1773,2992.606393547631
1774,2231.490599632065
1775,1750.0649900173419
1776,350.1315928469156
1777,692.8707998732294
1778,2398.4788650402875
1779,8834.845940964446
1780,31703.798843758617
1781,81665.61490659938
1782,131267.11736787786
1783,160430.2734685409
1784,207475.13018685012
1785,227255.59896254045
1786,271906.10401368345
1787,278787.0282356643
1788,270871.93871751666
1789,229432.871998412
1790,217067.82418987484
1791,211748.47840525353
1792,167822.47315647147
1793,117604.5802395897
1794,61008.23415877625
1795,39264.41511381411
1796,15519.779120557228
1797,3691.0852522705004
1798,2559.7316094890834
1799,1647.010736913525
1800,713.7821666692028
1801,765.4986898293466
1802,6313.953392139597
1803,24727.04323322548
1804,44596.68820011894
1805,97687.66939999467
1806,137975.53506177518
1807,198150.4528716952
1808,225450.42711823803
1809,269359.6780469697
1810,320060.9619701791
1811,369954.24567517085
1812,326179.82525134366
1813,255333.30824311878
1814,236853.92187856385
1815,199345.14558874417
1816,209818.12794101497
1817,163120.20649076565
1818,91068.0831669967
1819,46440.74740901338
1820,14060.038024800157
1821,3168.1667604625454
1822,2849.1727534266256
1823,1729.087606675887
1824,451.7641611703928
1825,552.2982155955209
1826,4257.170220567177
1827,16508.177736951286
1828,45052.58787607402
1829,95568.16829890713
1830,113998.56003239393
1831,132725.56711526774
1832,169659.3135030601
1833,231151.00087809237
1834,262544.6301618678
1835,317684.7610856127
1836,326523.7042041689
1837,273618.2254210045
1838,231544.85106792915
1839,198855.41078172752
1840,165136.65781490566
1841,150306.54565231682
1842,107683.17580067946
1843,57828.71505862065
1844,29905.07419831321
1845,5055.034563934824
1846,2352.53836992109
1847,1536.397639039848
1848,823.2776705165624
1849,1013.3296569976397
1850,20252.759701661143
1851,52885.794169147324
1852,118920.78948985328
1853,230128.6666631255
1854,404891.7870173114
1855,604506.0105740019
1856,734517.1027393084
1857,838454.0593972893
1858,855722.6145997291
1859,861983.7067468432
1860,864801.7411528374
1861,779427.3757493122
1862,639813.5678575162
1863,510039.18621328176
1864,400359.2546921796
1865,285805.58013995615
1866,154910.36482746172
1867,78971.5458553952
1868,43222.34766333933
1869,8128.549761197933
1870,4822.647318229059
1871,2561.390433159404
1872,344.97755958962836
1873,1524.7057039695112
1874,19812.45321882345
1875,54954.05701958275
1876,97901.22778621943
1877,175088.73750778133
1878,303713.5124921951
1879,472497.00609238417
1880,555481.2396457169
1881,551678.5906004022
1882,540442.9033858888
1883,458532.2907450473
1884,303241.3329592064
1885,233698.55413275928
1886,274974.48089213384
1887,311492.1061382175
1888,254326.62710620862
1889,129263.77846087761
1890,80453.2505977452
1891,55450.11750383377
1892,31873.873081293426
1893,7757.123922363125
1894,4429.251314275389
1895,3680.5514749032877
1896,952.8401877539624
1897,1066.0694343314296
1898,11905.075121455226
1899,37217.743374391095
1900,71048.03318674894
1901,153463.3910244827
1902,300574.0775811658
1903,511073.6750653612
1904,578502.8547181058
1905,684977.1843709962
1906,732369.0221324478
1907,803340.3636479431
1908,817129.4350833087
1909,772727.9627681244
1910,659454.2200266469
1911,526626.1046306677
1912,400131.44328462577
1913,276062.4853477896
1914,155491.9081141823
1915,80614.233948027
1916,45067.653982338474
1917,9923.6637323042
1918,4486.487441258816
1919,3216.8189149450545
1920,704.4600854429555
1921,1559.6577256296075
1922,18537.85201718363
1923,54124.20013604711
1924,105124.17625094666
1925,195991.12485142352
1926,336205.75097350165
1927,537712.3486699584
1928,689014.8867634997
1929,799806.6587748269
1930,835494.4568182247
1931,841305.5359969685
1932,834658.7975148461
1933,771771.7712741118
1934,647985.0795543378
1935,519097.640759971
1936,390742.2547181494
1937,274571.82902328606
1938,153180.08170115
1939,81922.33371511364
1940,47081.59676280522
1941,12032.99475520147
1942,5043.71532506202
1943,3937.779449915497
1944,1264.9534414149966
1945,1629.4305705049567
1946,18399.955300817477
1947,51325.73022233944
1948,105129.27469803435
1949,193512.18048097257
1950,340281.0436364305
1951,557728.7803243671
1952,680520.6517029738
1953,759153.6328433007
1954,794950.1597119356
1955,629816.2441649004
1956,617115.7375852289
1957,621342.4688981967
1958,460447.9543557921
1959,406420.9731726755
1960,296474.80728795414
1961,200705.11020947446
1962,108722.62826015378
1963,63178.21587693393
1964,34738.27043296637
1965,8291.44858283223
1966,2508.0022917701167
1967,1863.532137717912
1968,344.43960355131657
1969,1622.200361118608
1970,7470.919263029769
1971,24066.706238767387
1972,46194.17035357939
1973,118880.23725167073
1974,165301.61429689717
1975,204384.64213549343
1976,224542.08394746954
1977,217361.89438952447
1978,320421.2364374985
1979,518649.2457825372
1980,592992.0582945652
1981,586274.5745033632
1982,568644.2390106075
1983,447067.89405598457
1984,315861.75809220603
1985,235395.93070595968
1986,132599.53423935798
1987,73095.06751392086
1988,44865.490729531375
1989,14630.53270560142
1990,6635.58196047162
1991,3375.4634179408386
1992,128.96470259145835
1993,541.9013836586382
1994,7023.64457873824
1995,16609.630317894167
1996,16898.50235801013
1997,34154.55989118721
1998,61658.58605657804
1999,123053.78871596472
2000,198079.1554110747
2001,206226.31039013312
2002,229384.18664447273
2003,245308.16734768596
2004,323181.8724197723
2005,392609.88957514474
2006,417928.06830534356
2007,376440.7338341501
2008,260430.4234899515
2009,174425.5936841173
2010,115659.11648550224
2011,59819.984971640144
2012,33699.24991772953
2013,8526.784827976086
2014,3985.265458535536
2015,4101.881530279255
2016,1244.1741433741856
2017,1681.2035701529633
2018,18643.13532355193
2019,47808.88499411837
2020,98630.08528695875
2021,194662.7020645635
2022,353512.56675126386
2023,552177.3356546419
2024,669665.574943838
2025,745685.8496499322
2026,792780.5072203344
2027,783496.2034128245
2028,715799.5749025709
2029,647431.7151939077
2030,463750.4662163606
2031,411337.6513188493
2032,302408.7568881477
2033,225055.57691425883
2034,116256.55105876946
2035,63213.69339927115
2036,38437.59577411661
2037,8442.680892768147
2038,3440.915505508823
2039,3021.8822801411325
2040,2025.830067904346
2041,2410.7419886308844
2042,19395.528021088237
2043,48631.23569859106
2044,104659.14191718584
2045,201921.22890814376
2046,336835.15867298597
2047,527886.2569199969
2048,681576.721263226
2049,755812.0881389291
2050,802225.028923811
2051,834066.478748738
2052,795549.5906855038
2053,724392.6866320783
2054,528586.2213206826
2055,422815.13445997523
2056,295075.04791672167
2057,199889.34008640342
2058,110906.54396619264
2059,63340.69831145824
2060,37686.79386677928
2061,10271.377953149708
2062,3639.1124135024115
2063,3038.883980946422
2064,282.1536431432481
2065,2104.729798581396
2066,16956.859705238476
2067,39435.94015175741
2068,83347.47516704572
2069,94961.21648953168
2070,125956.43890968183
2071,141498.15773375417
2072,208693.93958086421
2073,291407.3712799638
2074,249801.07756323493
2075,221223.5362749245
2076,248188.3404625772
2077,212854.51865018762
2078,163763.45060646618
2079,139421.5785687146
2080,105239.67306250906
2081,73671.074430309
2082,46158.55651088322
2083,35060.36280013638
2084,15209.630479786012
2085,4779.389753527653
2086,4993.514643118031
2087,2061.066796904453
2088,223.21547765762313
2089,515.6183628106886
2090,5372.617112801866
2091,14798.38715542808
2092,22409.88572315793
2093,34056.99750510696
2094,67220.94782191272
2095,106885.6466014498
2096,99380.35296907423
2097,130240.26647188084
2098,140910.30497479625
2099,147697.5396856861
2100,160064.25456401153
2101,167104.34538635757
2102,149326.24189776133
2103,137598.09844189422
2104,113376.53549072708
2105,104994.25536991993
2106,64126.78953537623
2107,37139.98411446662
2108,15534.773975354816
2109,6508.773447812964
2110,2415.0870499415555
2111,2231.3629833712307
2112,642.0704441103434
2113,2361.61123918789
2114,15328.412838320099
2115,43713.034064862484
2116,87704.25372711287
2117,168594.0308482736
2118,266130.0875074432
2119,474568.20739538525
2120,611738.1168120786
2121,708464.7837068613
2122,733055.2176199572
2123,709747.8881037318
2124,674510.0039066883
2125,648846.3368508542
2126,428654.94679039746
2127,338692.0455452564
2128,254307.7083203348
2129,173139.67589653857
2130,104982.1240934822
2131,64300.24414674908
2132,39712.3977171263
2133,10533.983424481361
2134,3822.3460397635276
2135,1943.6520118164801
2136,173.94436583236794
2137,997.7839810210219
2138,7374.534954208733
2139,33066.87252444918
2140,57681.06581912849
2141,62788.32197120902
2142,89147.2799756232
2143,132911.75514806103
2144,311109.5573519211
2145,386552.06434145937
2146,439396.343022315
2147,594365.3067800092
2148,430327.00571414
2149,329995.0922634232
2150,292496.4444827094
2151,199929.91799460445
2152,155461.70680850974
2153,105838.84987874932
2154,79323.49973680777
2155,57752.483486051686
2156,30971.606233490304
2157,8378.150060653474
2158,2682.97586245798
2159,1731.8427837833763
